1000 10000
587 207 4469
263 860 3077
660 869 7599
557 417 1382
850 609 7198
361 463 3856
401 957 9515
657 780 2673
672 713 905
967 645 16
255 563 6969
193 415 3045
353 146 9614
457 605 6681
535 567 6863
238 293 9831
8 200 8682
305 952 476
880 806 6512
932 682 4107
132 891 750
312 628 1055
307 156 1295
39 773 9985
123 619 7650
886 311 9671
898 322 8064
97 821 9806
769 81 690
640 408 7223
19 754 2206
282 703 6600
629 196 6364
604 748 3525
576 89 8436
797 17 5770
869 855 9853
941 332 1734
269 389 6647
640 504 8495
170 323 3074
877 666 1489
340 804 3928
934 547 3162
993 560 2415
421 120 4287
888 486 8494
437 895 9394
521 856 6896
90 341 2665
334 63 9547
245 793 811
51 754 3296
319 893 2186
427 391 7551
582 251 2692
528 967 1680
581 946 6221
770 465 6992
933 269 4443
963 704 5157
956 154 8396
100 355 7870
719 244 7710
503 471 2107
739 862 5579
343 257 101
774 711 8446
704 962 1522
70 483 9463
123 316 3414
214 473 128
313 177 5314
863 129 617
358 851 6298
687 828 8762
861 371 6800
105 70 5472
931 548 4075
523 661 1539
954 402 8499
536 17 9376
306 231 854
670 158 4712
876 644 8760
437 49 3152
225 317 1815
930 224 6958
747 314 9089
970 767 6289
164 98 1060
846 87 5445
311 578 155
810 16 5450
632 773 3168
196 171 5762
221 424 4175
138 15 119
618 345 4127
467 340 8134
360 695 7456
550 187 6922
401 916 9388
511 518 7498
757 982 21
143 402 8016
781 421 9706
621 829 4123
135 186 1956
309 194 2677
584 692 1522
868 518 4002
571 451 6550
919 393 8608
596 247 6674
838 453 4418
386 628 364
904 189 7139
545 861 2639
768 621 1112
381 613 313
152 317 8506
590 834 7256
529 743 8775
997 647 9187
75 391 8174
304 36 4431
262 763 2224
55 880 8959
835 208 8256
311 144 9701
588 291 8982
29 171 1223
409 922 6174
507 585 5521
665 143 2207
198 878 4316
251 376 4013
296 147 5746
450 745 5667
97 602 4
623 456 628
991 982 7968
619 727 6003
971 128 6269
651 536 8952
770 655 3951
540 171 5518
261 221 3330
29 657 2665
358 160 7541
22 619 8991
21 803 6550
955 722 199
706 479 4071
519 815 7188
955 208 5235
485 110 17
853 159 1396
436 767 4147
235 695 2036
742 850 4511
369 925 9717
379 569 8142
193 623 4534
428 586 1941
801 303 3169
154 288 771
559 683 5476
822 508 9751
239 966 3770
768 97 3100
413 454 2708
948 554 1087
482 818 385
140 848 4427
689 112 5986
779 216 8535
311 935 4155
425 968 2418
382 105 6691
844 354 4871
787 411 1272
581 341 739
930 327 6341
721 200 5128
456 672 3151
95 858 7787
306 422 7544
248 173 8211
389 258 9652
314 172 6448
687 31 4706
498 759 4326
970 596 3390
602 255 2025
205 186 4125
158 147 7055
734 742 2556
421 353 9515
923 109 2300
493 445 6533
838 380 9742
86 288 8357
788 610 892
796 477 5902
997 720 8211
346 370 7172
738 162 5534
107 356 9235
836 956 1505
219 19 6075
405 950 9384
483 340 4269
114 225 8631
387 28 3578
324 939 8497
245 542 9894
477 161 5275
32 226 6764
742 244 5233
22 166 2622
216 64 8142
613 149 6486
451 425 8422
393 496 7281
679 492 7353
598 407 4134
406 339 5917
809 129 2609
86 560 5195
42 551 6137
908 764 1633
525 913 995
18 292 2942
118 241 1029
548 652 4817
686 525 4465
613 232 6714
317 334 3335
236 504 5547
701 196 9051
710 727 4728
736 31 3154
701 764 9264
170 305 3772
51 88 5349
715 395 6471
339 109 4798
161 557 4953
774 601 9290
614 459 6288
264 901 2236
500 981 8292
194 333 3551
942 798 7969
737 550 2560
162 794 7249
676 264 3323
466 862 2594
99 776 2541
281 294 6254
413 96 488
176 906 826
252 985 7155
638 559 6440
831 351 6541
274 733 593
812 786 8357
927 985 1049
904 526 9198
749 643 1067
184 639 4214
447 103 1320
116 883 6366
91 161 1638
489 90 641
131 624 2652
229 174 8243
989 453 4755
190 610 4298
303 401 2211
172 391 5861
852 314 2741
82 42 8536
169 585 4118
738 105 3433
8 971 7153
154 561 6399
848 421 8242
532 865 2079
987 535 9824
652 372 9749
66 932 2553
971 861 4125
653 345 5644
951 319 728
1 921 9
351 133 6046
434 951 8281
127 7 1983
61 388 6555
698 352 5698
326 364 1757
572 649 4927
437 933 6848
306 824 7707
343 640 7876
671 524 2654
946 5 7721
276 203 4456
553 218 7068
654 288 4236
763 788 1997
787 235 6841
287 979 5591
717 697 5909
819 749 2055
824 476 4644
549 500 6805
405 339 6051
799 656 6698
39 847 9337
839 843 2419
929 468 9848
674 888 5701
233 453 5987
648 430 296
942 753 5440
19 386 5983
515 69 3204
871 81 2028
441 224 5354
207 162 8562
726 919 4767
833 802 7142
322 204 6640
41 539 3397
639 513 6017
42 871 585
944 646 7186
62 18 3024
679 892 2123
148 1 7015
180 141 7297
555 363 5516
843 715 6814
261 636 1793
251 925 7299
188 223 8222
387 500 8916
751 602 6111
737 541 5581
266 468 1547
567 546 1614
744 240 1577
654 854 341
604 778 5892
844 944 362
751 669 4576
23 336 9122
603 403 8120
378 797 913
353 31 3194
139 975 8735
757 629 524
712 221 6489
943 689 5910
343 964 9877
498 594 3887
354 742 6886
350 812 7865
15 516 7100
22 653 3074
977 470 7457
271 698 8697
749 307 7068
4 868 4096
522 3 6565
551 345 6071
560 333 5443
402 842 3515
913 390 3244
392 282 1012
813 769 8328
75 904 710
49 136 6565
424 504 3754
570 538 4851
486 565 5910
209 633 1399
448 670 371
418 434 9558
164 571 5449
64 869 4125
970 976 1633
919 122 845
4 638 6105
867 739 8028
741 125 3736
144 187 3860
190 472 901
722 313 6730
949 602 7513
366 146 5597
79 742 9347
459 879 114
15 425 9068
524 709 6672
440 776 1761
80 737 7151
494 811 3062
13 249 3054
805 977 4531
724 369 7911
553 613 7325
620 574 7689
466 551 6973
522 143 1812
409 401 3441
266 862 9270
840 4 1920
59 934 4128
388 341 7167
827 797 4915
147 425 9751
14 762 4408
64 638 6207
679 694 4457
657 296 15
419 52 6208
584 564 5462
465 374 9282
778 672 7238
738 871 4130
355 346 8756
789 690 5900
552 376 1342
478 467 3943
545 392 3661
162 877 4015
68 893 7252
445 458 651
246 342 1671
866 915 1162
734 390 9776
829 908 2505
577 214 3212
184 974 3400
849 280 9782
124 435 7659
813 658 4067
836 309 1240
611 820 9239
611 900 7484
683 840 6625
47 697 4792
261 108 6514
146 134 5737
506 789 8383
115 775 9006
172 696 5618
74 148 4223
134 818 723
539 241 3801
665 28 2832
322 210 3925
306 206 950
381 807 7315
849 712 1964
873 307 5457
281 924 4877
400 133 4967
205 195 5718
701 432 5172
311 183 4958
830 352 5348
155 449 929
821 552 4303
147 305 3926
36 363 2475
80 313 5830
344 788 8308
853 83 473
760 626 2706
316 599 8576
520 515 2379
5 66 4820
84 993 4398
477 522 4396
588 316 4473
583 289 1282
580 928 9864
904 652 7402
51 218 2723
818 122 4302
406 834 3159
256 391 7148
60 376 9648
846 509 39
524 325 4785
622 280 3809
691 682 9275
336 94 4238
975 238 9981
778 269 8759
924 621 6553
400 53 9578
781 266 3308
653 239 5190
685 950 8831
833 49 9074
127 435 9387
983 127 2989
914 178 2784
879 527 6398
328 794 1150
798 490 6231
348 26 776
114 728 4625
657 771 938
329 161 8674
831 789 55
281 768 1807
53 382 8297
101 643 8125
851 369 7672
747 367 7340
698 44 284
413 892 7944
963 839 7121
607 430 5648
216 653 7970
831 119 1863
249 792 265
606 385 8206
444 107 7072
790 843 9405
865 12 643
174 251 815
698 516 4474
292 737 2141
573 679 6540
135 510 7408
326 96 7732
169 749 8283
451 382 111
105 103 2979
310 499 6461
955 71 1600
590 853 1330
948 807 4191
296 118 5205
284 537 608
288 659 1453
231 8 1902
130 595 3912
926 605 2981
898 302 3110
814 8 1691
579 504 1600
321 830 8177
316 648 1640
39 556 7007
386 884 5925
150 938 1837
858 650 503
406 879 5869
975 113 4551
730 602 6015
19 126 7525
593 699 8686
852 63 1543
45 70 8013
527 15 4227
477 328 7803
449 438 5311
940 432 4450
895 970 8956
316 728 2246
790 901 6496
76 968 7570
262 826 3435
512 991 2393
802 497 3300
407 712 9708
176 312 7518
5 746 3962
221 661 5129
804 123 5217
686 624 6999
632 422 7216
774 448 809
98 951 1859
835 437 2665
989 634 1597
64 40 6044
634 98 9107
846 651 4021
955 411 4955
856 580 638
143 298 3700
897 766 1586
871 56 9143
550 136 2987
435 922 5532
438 663 4166
54 723 8841
349 559 6016
416 211 48
436 2 6779
751 815 2210
327 645 2520
959 236 8785
424 416 4668
422 452 9872
100 316 5647
616 445 3512
784 116 2509
977 638 621
742 292 2140
388 340 2999
913 127 8813
34 712 8567
579 1 5651
44 903 5463
101 216 7350
817 37 7885
126 340 7022
132 229 8603
401 331 1113
643 764 8622
550 446 7067
166 345 3098
973 719 4588
972 587 7408
98 722 4301
551 768 5359
677 886 9070
809 493 1412
569 387 9312
635 479 3902
568 932 2924
762 594 1642
129 862 9086
103 213 5395
852 445 5066
466 280 8057
678 837 8787
910 987 1832
405 582 2918
853 800 2365
516 445 8973
477 654 1984
487 400 4966
618 185 5402
163 98 3197
506 440 4045
287 320 6313
284 381 1861
484 814 5575
329 928 2638
922 620 4597
60 612 3249
215 18 586
525 219 7223
189 346 3017
150 671 7421
367 141 4478
190 926 7849
95 161 5766
81 165 3602
743 737 1775
439 274 512
439 857 8068
953 301 2238
776 768 4892
210 151 7839
991 895 4789
120 55 1183
994 573 238
44 523 8515
534 639 569
519 688 7444
388 709 1712
83 422 5393
323 805 4895
888 613 7908
638 225 7052
499 904 826
346 509 3506
279 52 1320
585 664 1354
29 991 7033
688 230 5144
751 569 2752
649 794 1089
404 809 5620
95 483 4186
125 326 9253
947 249 656
723 301 4324
927 934 5262
371 769 9667
530 886 7298
207 161 7128
230 53 1293
534 769 501
763 895 9067
608 749 7122
297 83 8626
895 148 1539
259 82 2445
817 924 9274
869 142 6930
241 658 1179
629 258 4739
762 443 7207
519 919 7651
357 181 9444
398 917 7333
960 901 6230
498 831 9912
41 118 3957
772 678 3531
251 372 2084
55 731 9629
976 762 8141
154 612 3993
640 528 3488
489 905 2438
466 389 3133
34 873 6961
129 446 9159
510 436 5213
377 414 216
264 994 2525
122 162 3381
649 827 3482
135 735 1179
291 560 6924
347 928 355
119 108 8630
487 950 7728
858 70 1398
241 29 5933
721 766 2698
371 547 8074
789 969 2135
564 891 8616
919 110 4398
148 81 244
76 281 3065
652 824 6151
65 738 1339
247 612 6379
565 525 7159
822 909 4414
322 354 3240
564 809 2538
616 798 260
403 716 8604
990 943 9364
904 284 3016
530 691 470
232 604 9305
766 231 2953
926 790 1231
930 237 3542
200 358 5740
702 640 4193
453 235 2564
807 377 7412
224 612 1221
905 67 4101
456 579 1397
676 614 1172
118 431 8899
283 284 8594
957 388 8086
526 527 2341
72 4 8664
246 829 5076
187 101 8794
775 445 1012
625 914 4413
101 366 1612
20 449 2162
732 755 6465
324 618 507
541 579 6748
777 952 9331
7 118 1720
187 158 578
802 54 2530
827 249 3100
652 707 4523
400 257 3544
57 747 1487
736 810 4297
264 990 3619
798 731 7685
111 699 7442
896 471 7535
4 71 4781
511 993 456
470 354 4443
781 595 8559
944 598 9445
153 236 3908
72 626 9845
371 343 2009
769 568 2164
697 412 1328
927 5 5229
137 231 4803
898 439 7507
797 133 5543
331 195 8302
551 643 7168
84 850 557
580 508 9032
297 552 9638
92 341 9474
498 593 7223
255 117 8457
408 568 6635
798 650 4398
268 808 2310
526 28 7087
183 285 8149
90 648 3578
55 519 7466
801 730 6810
854 561 9370
439 578 1203
819 916 925
229 316 7077
528 530 4127
697 769 474
116 506 7887
955 848 6483
447 510 5557
309 621 1532
10 889 9863
740 640 7782
636 997 9590
760 427 8247
944 235 6147
691 913 5406
851 46 8584
137 153 6001
933 533 768
531 666 1188
596 165 2072
846 106 3496
327 649 9336
108 675 1179
725 782 7936
585 203 3734
582 963 9918
545 47 3830
293 320 9376
165 795 8179
160 828 4954
20 889 791
477 102 6986
641 100 9046
574 760 298
799 412 9056
252 341 5765
875 541 1698
514 202 1422
885 745 9083
254 176 6507
653 440 4741
893 855 3910
99 239 7265
846 797 62
407 995 9501
819 585 2715
242 176 1075
935 750 3390
332 221 458
168 267 7303
71 490 4002
626 703 8514
227 403 2152
457 848 291
603 310 1633
325 766 7940
402 340 8569
857 276 5964
48 395 3366
732 87 8658
863 702 4421
507 200 2936
766 28 3451
82 358 3473
316 830 2160
29 921 2917
885 781 4225
709 920 6882
944 262 7206
311 938 785
91 227 7045
316 421 4171
193 206 9965
271 366 7093
894 860 8893
30 95 5710
435 615 6567
932 874 3320
231 132 1220
680 957 5941
333 874 5445
928 164 3282
460 513 1158
788 432 8063
780 461 5963
640 440 4799
725 869 4626
528 186 1922
288 742 4820
110 503 5437
706 672 1490
451 252 6931
815 441 4069
193 29 1781
635 625 4950
414 776 5641
328 507 7733
454 471 2592
37 977 640
29 233 6892
686 26 1421
630 57 5537
900 0 3475
419 800 2338
955 332 9812
722 755 5284
979 934 3641
602 84 836
350 202 3948
563 403 6097
147 493 7319
650 471 152
138 615 9502
331 140 8086
846 580 6770
928 266 8587
122 111 8145
190 511 9468
789 770 5820
667 244 3569
42 841 9418
413 693 5894
713 429 2295
586 922 7225
859 914 2415
276 112 4254
362 586 6817
772 407 5859
4 344 2980
618 578 9509
687 487 8757
297 259 413
254 206 3644
760 491 371
926 593 3509
329 642 8946
579 287 6711
414 492 9975
714 488 6777
227 410 6125
740 34 9132
531 616 2447
583 158 4312
442 107 2338
881 120 186
979 321 7596
900 260 5101
453 509 6485
522 291 9082
382 32 8073
309 521 2474
295 784 9194
515 399 8477
774 161 4192
431 49 587
685 108 6441
828 319 2880
825 626 6955
455 417 3192
164 229 8735
5 183 3213
990 199 2784
907 839 1476
884 12 7639
631 853 9653
944 521 796
960 486 4358
283 377 4696
723 722 2316
401 229 4385
427 641 4138
517 371 3129
245 373 7561
456 572 5497
932 403 9979
598 578 5960
560 102 9301
231 560 6331
178 816 1655
325 139 7095
714 129 1526
410 40 7592
701 71 3067
138 782 8073
128 274 8156
372 298 5056
274 379 3808
97 215 3524
344 883 8301
282 215 1505
173 143 9566
775 643 4917
258 393 6539
238 708 4778
104 620 8091
67 46 9974
671 357 713
829 407 2686
112 106 8893
418 592 6611
660 415 3
156 557 2846
660 299 6195
803 544 7080
845 117 9437
828 754 6540
661 422 6939
467 924 9675
14 603 3530
919 215 8618
489 948 1776
209 878 216
411 968 1024
196 969 1697
873 635 5005
899 893 1265
600 700 5824
56 296 9120
80 267 6880
353 766 8445
399 891 4509
363 636 9878
507 466 8245
619 812 8072
581 216 5362
254 228 4818
323 529 350
650 430 8532
365 177 886
306 37 6976
452 853 8758
704 627 7885
126 987 8063
600 603 6913
781 242 1271
665 325 9364
270 694 9705
874 569 775
380 926 703
434 232 4239
96 563 4371
849 601 5861
416 312 3814
907 617 8363
20 820 6047
608 953 818
613 911 6505
661 200 3973
992 542 6013
765 555 7554
70 809 8698
543 473 9669
607 163 4316
554 721 498
537 686 6564
68 9 1078
710 13 9179
917 84 7333
979 931 9760
780 373 9994
962 251 2279
900 5 3456
667 166 6777
833 397 22
461 496 8640
814 513 521
372 523 2314
922 178 3590
802 774 6775
56 607 6331
721 273 9851
681 519 4244
153 936 6654
286 897 9657
464 434 3447
36 906 1738
133 791 3863
287 255 4354
95 320 2342
819 508 5318
455 809 3562
463 279 1399
906 13 5724
255 189 5083
85 483 6388
963 605 616
173 909 7638
464 487 6454
712 735 4761
589 619 9894
973 521 9661
980 782 2180
511 751 4351
385 874 5551
322 625 8884
702 756 1238
272 412 3133
254 86 4516
555 771 6498
475 687 9213
212 404 7010
845 745 3625
458 620 3844
533 585 2941
211 237 1627
288 635 1588
409 957 4153
522 830 650
968 993 1355
936 133 33
598 902 9012
578 58 6889
410 182 982
176 329 5917
301 73 3566
682 124 6667
792 751 7701
779 222 484
392 107 2802
215 712 1273
758 672 7624
198 5 6763
386 105 9054
397 144 8536
466 433 6459
859 426 7864
65 454 3779
508 719 3010
226 432 9658
547 694 3404
634 23 1032
874 624 860
756 726 5868
675 278 1656
114 284 1365
676 952 6143
605 243 7523
892 691 3040
593 786 5184
3 956 3087
962 911 7917
768 740 7484
637 722 668
556 521 868
912 94 2508
615 222 8647
144 655 7225
97 775 7550
451 257 9292
379 919 6462
771 407 4992
646 876 1557
369 713 8233
458 886 7581
618 550 3279
480 812 5016
183 384 240
842 65 5211
180 8 7915
163 95 2302
698 206 6997
325 82 2487
712 684 7043
378 903 441
182 60 6387
980 903 3631
774 62 8399
869 695 2311
181 770 2120
915 32 2201
95 914 9340
69 403 254
184 794 8552
127 803 8982
537 661 8068
528 363 6867
211 480 2884
649 875 303
521 862 6692
331 774 215
827 218 9835
447 862 3822
232 285 1736
284 573 9065
793 557 7398
313 349 503
211 621 1769
81 396 5297
337 590 5218
783 254 8660
144 451 813
940 621 1422
218 129 2678
699 861 4610
319 18 4936
360 69 7134
782 509 91
313 278 8452
64 939 3172
226 682 707
489 792 8025
322 476 6406
38 486 9842
621 802 3052
329 508 3787
393 99 4396
252 268 459
474 480 496
426 259 2314
408 560 971
268 378 4925
344 817 7586
691 871 6689
267 511 5270
985 110 4334
520 157 1246
62 532 3242
325 324 6287
662 371 2092
299 879 1048
371 879 7421
939 736 1989
310 110 5710
631 77 1484
272 450 8110
330 630 9405
623 185 8892
839 591 4840
184 832 2636
381 463 1526
345 482 7143
928 4 6242
968 77 8377
416 844 8993
876 5 5417
730 171 2318
737 484 4541
378 935 3306
333 220 5213
209 181 4304
482 47 9320
479 74 6557
797 181 7447
444 846 6862
943 295 8444
836 725 808
9 158 5067
239 971 1479
365 687 5277
103 753 8409
369 438 5800
238 313 2121
283 316 8056
866 663 3054
24 927 1606
285 658 9257
343 770 7294
495 673 1623
80 614 3353
672 800 5399
685 721 7140
796 528 4607
897 733 208
421 986 5551
159 948 8936
118 501 2025
320 726 2895
175 268 7899
44 735 9570
228 170 4496
475 71 8243
881 20 4128
783 36 5532
240 759 4705
138 566 165
620 671 9388
296 702 5006
99 558 4895
299 416 599
656 312 9829
259 181 5808
968 662 5162
776 701 5827
19 320 9130
771 793 9937
853 657 3994
61 111 7482
833 719 5524
925 55 9411
193 374 7719
906 277 5478
81 823 1959
201 659 5918
792 75 1799
817 46 1447
285 187 9254
800 973 8509
461 200 7757
62 310 9106
837 71 3072
749 794 9449
170 487 6283
741 885 2763
323 275 2062
172 8 7863
845 607 4130
362 770 7704
223 826 2191
577 207 5939
956 738 6464
133 158 6052
52 748 3594
543 190 4264
810 386 3582
463 327 9938
498 503 4951
640 127 7649
776 577 6864
305 396 3169
569 736 2084
799 972 5057
604 642 2623
76 643 5415
400 188 9109
43 278 3058
543 363 912
560 305 9340
826 558 6463
590 501 7340
929 458 2807
277 204 2374
7 307 1467
410 993 5277
179 19 5291
494 931 6133
321 858 5827
140 727 4714
202 619 8170
845 273 7895
886 274 4553
29 21 8513
476 467 6812
682 899 3146
944 425 6253
233 703 7785
810 431 5367
161 522 7809
434 420 9601
278 253 6531
976 908 2329
883 443 7136
103 58 9757
718 98 6285
284 40 9996
153 731 6720
633 284 576
740 169 162
151 994 4656
316 866 5945
523 15 6548
462 474 5928
78 183 6315
653 264 5385
286 477 920
997 678 188
582 922 252
878 351 4573
184 337 2190
776 695 3299
498 526 7012
921 301 3615
902 38 7256
207 700 4510
316 532 1924
729 533 6398
16 41 2495
783 914 4739
190 182 8806
571 253 4672
149 216 6720
739 621 1164
152 490 7461
324 233 1435
33 196 5549
849 129 1884
766 513 4766
183 204 2492
543 742 4683
911 317 5015
717 382 862
580 915 3189
312 573 1565
921 989 1306
104 8 5571
441 417 5580
802 36 1420
561 77 2421
46 306 8480
533 4 2787
415 328 8854
204 878 935
50 510 7287
784 666 758
273 11 1614
309 58 1976
12 857 3183
714 677 8641
221 450 9049
725 306 7148
942 603 8015
937 304 1238
397 801 8673
100 98 9005
545 902 5028
288 817 7805
136 301 801
755 103 196
287 388 7637
575 457 6923
226 286 3212
882 346 9739
604 670 3095
173 748 985
953 894 3860
29 422 9495
288 41 876
827 224 7999
836 411 6302
207 182 2843
919 118 7887
513 438 377
940 267 8825
781 940 2196
391 418 4022
429 950 6746
647 624 8569
500 95 1580
515 901 3585
208 353 6699
840 869 4748
892 293 8641
52 786 7603
53 166 194
416 420 90
220 368 9851
662 763 289
59 305 6187
171 646 6418
495 305 6596
674 763 3895
584 563 7302
901 931 6439
193 732 3465
958 330 4492
991 513 8028
740 522 86
297 748 2845
675 376 1021
969 12 6648
17 572 8551
226 607 7637
225 592 7998
922 114 5320
994 590 4833
88 592 6932
15 320 2622
193 988 7256
473 592 2278
855 936 6824
920 970 4933
970 696 2199
505 824 2166
85 310 2392
6 11 9398
464 11 2650
779 77 9525
228 823 7794
47 359 5607
599 906 4905
607 937 2768
869 841 1683
737 221 7924
466 591 3023
250 937 3657
679 997 1827
303 566 8815
139 448 8086
592 409 6732
819 738 4035
864 475 2772
790 399 4659
429 208 7252
749 327 6011
829 610 6502
988 719 5250
856 662 962
451 218 5682
593 935 8953
268 55 6136
249 702 6409
708 433 4112
797 99 3201
680 308 8298
21 460 9556
428 907 9833
658 548 947
560 642 9571
125 342 1638
708 688 6409
817 830 4173
833 883 2746
691 15 5049
567 316 5705
859 199 3605
485 318 3964
931 3 1462
893 961 2056
234 276 8971
189 897 6305
212 331 3646
659 439 1806
179 683 9884
96 424 7713
645 977 3837
219 297 8324
586 235 2158
711 979 7387
519 368 9607
586 220 674
332 966 8964
300 718 4551
21 869 6508
991 467 7760
858 4 4364
35 201 9464
221 957 1211
310 15 4115
470 840 9719
97 363 2658
852 349 7495
337 257 1119
272 641 5700
52 460 4298
494 540 1260
310 373 39
751 611 1432
235 924 8528
58 886 2266
513 612 4384
384 458 8505
726 630 12
647 738 7484
10 272 9688
599 741 4031
294 110 4680
751 545 7964
702 310 4493
861 110 6953
832 9 3669
792 172 9304
390 272 3735
556 307 1654
363 523 5476
195 52 8758
462 189 3271
75 448 3083
503 189 2423
905 314 6520
60 876 2742
397 877 2272
606 483 713
250 567 8557
544 730 1692
280 596 7063
933 18 4016
970 825 9303
274 387 2232
404 633 2082
513 506 9485
9 247 3749
564 546 2151
823 768 6390
479 189 6351
908 498 9488
222 932 9613
203 135 5265
931 987 8349
322 61 609
532 50 215
790 972 4063
949 322 3968
933 298 3701
890 964 8201
996 919 3163
269 396 6344
875 107 2711
597 842 4476
761 696 9267
298 214 1726
859 886 5890
864 576 212
80 388 5942
533 521 3373
834 362 3539
423 188 4509
579 41 4908
490 752 5632
881 55 6695
290 55 9180
951 973 8793
516 755 5219
381 871 5864
113 996 7211
134 949 7379
100 351 188
32 833 7363
969 831 4291
65 571 2811
565 45 8636
677 407 1968
575 563 1829
618 953 8219
197 317 7671
576 812 5081
4 158 9819
800 367 7377
690 681 5958
906 568 7752
154 339 4771
467 590 9065
129 393 4425
253 98 94
766 441 3007
103 900 7080
881 590 836
800 42 1542
857 839 8122
118 681 545
302 842 1378
179 667 2563
692 4 2294
449 344 5119
934 672 6189
824 232 6704
808 463 7205
538 97 1982
809 374 8341
114 334 5722
937 767 2373
89 11 5905
950 275 1702
786 833 315
930 791 640
620 525 2959
306 295 2335
701 272 1624
572 686 4823
471 479 8159
469 169 4877
903 951 2534
832 982 1135
851 161 4244
527 825 360
513 257 9646
902 482 4575
633 298 8156
332 76 436
403 901 8632
342 260 9674
17 788 1060
143 149 4964
905 478 9092
846 24 4453
941 655 2064
83 331 3634
387 2 9086
674 512 2307
681 201 6251
984 728 401
50 942 7471
286 653 1374
608 55 7105
425 696 2049
119 709 1997
539 788 4792
482 423 9197
224 303 8546
844 135 9276
919 269 3314
686 701 5495
245 381 2663
617 276 730
680 238 2245
387 85 5995
254 641 7376
480 178 6552
711 487 583
301 322 313
556 516 805
827 258 9620
460 472 2444
261 928 3205
107 57 4369
14 468 8430
351 705 8963
148 765 1091
728 895 2410
653 68 2826
65 863 8077
48 663 4285
62 439 6388
64 146 2177
241 557 5406
47 185 8247
495 191 4211
239 121 5481
483 510 3225
259 816 7023
643 280 3449
240 633 6794
698 790 3506
165 690 1118
760 473 2272
482 846 2922
920 827 7293
712 871 1371
89 328 77
830 658 798
572 549 6747
760 677 7962
5 998 3891
661 565 4860
44 414 1152
752 549 3514
281 612 7312
871 122 7445
145 450 4542
849 362 3865
30 422 7147
18 651 8237
46 169 9890
65 622 5867
580 916 1005
800 726 5375
436 303 4402
929 434 5714
844 406 5321
161 664 1867
209 416 385
436 366 2485
747 366 9456
703 761 5393
34 83 2851
390 83 9130
8 865 3457
124 394 4309
147 344 5722
16 383 5159
406 335 1847
725 281 5567
30 368 8019
459 318 5163
859 378 6719
308 535 6998
68 510 4666
881 280 688
629 693 2363
906 170 4789
477 625 4895
738 884 4760
639 867 9380
321 855 5905
58 971 9779
796 640 989
388 281 1048
112 646 6440
239 176 9228
975 401 8911
29 468 4115
821 119 8357
72 979 871
837 182 2339
542 791 4227
617 594 560
370 699 5272
568 597 5585
288 570 658
752 565 3792
198 6 2926
969 47 214
338 15 491
166 15 6123
311 793 6674
841 26 2460
328 769 1513
921 502 5349
861 158 9124
938 138 1552
490 941 3233
517 170 3714
914 743 9068
931 747 6371
655 196 9575
95 636 1840
981 456 3790
191 724 9516
758 310 6247
614 341 7905
741 722 3478
85 541 7492
955 734 306
98 488 1883
625 862 6939
810 347 128
637 701 5829
54 65 1569
762 546 6365
710 57 8834
900 704 5662
935 774 9396
29 754 6866
250 296 561
529 521 797
75 317 8475
897 169 9096
942 293 2831
11 290 5552
881 459 8682
464 65 8449
941 24 353
57 628 1874
753 472 9296
127 342 9060
442 832 4115
176 656 2216
961 661 7334
153 356 4412
134 214 6726
636 647 3277
905 857 3918
447 88 2794
167 251 3366
406 782 6148
663 779 4665
558 325 2822
550 871 9641
862 630 1818
555 86 3735
467 903 6794
351 784 3577
413 590 9559
778 443 7720
527 329 8559
135 673 9291
500
77 104
514 788
637 953
896 84
668 585
988 897
68 863
88 565
496 834
33 818
97 147
457 722
723 811
361 795
529 657
705 350
445 405
345 127
498 296
548 888
232 164
696 901
689 687
287 496
555 464
465 666
687 271
936 951
673 142
93 421
896 445
69 817
941 599
444 865
890 884
13 760
250 446
863 402
411 645
868 438
370 327
453 390
424 352
585 710
975 273
30 477
959 518
707 671
354 89
420 357
357 410
430 752
522 828
280 949
939 602
224 292
186 639
274 849
869 377
291 6
860 476
893 953
152 314
414 538
122 561
982 334
546 932
462 974
755 763
81 725
823 437
741 125
413 897
645 22
960 796
424 626
58 600
355 832
189 878
184 157
189 811
288 878
208 705
446 552
942 289
273 384
112 335
85 813
727 134
745 848
663 849
568 752
719 724
0 632
839 189
294 123
329 737
616 983
738 65
192 225
947 886
464 487
577 815
947 942
754 774
729 335
266 573
544 600
826 834
982 521
199 412
784 437
6 161
200 932
302 932
943 582
372 932
442 122
826 440
14 425
822 353
8 180
840 256
580 611
360 570
849 242
992 721
860 182
392 279
945 337
832 207
347 450
748 858
558 938
15 959
210 689
9 49
568 678
303 936
441 582
393 188
483 636
505 169
101 708
919 898
843 943
321 108
460 528
537 363
953 671
880 166
196 865
226 338
945 33
691 870
283 23
635 989
489 414
42 427
441 217
314 333
739 680
506 779
91 179
811 624
865 252
33 314
425 829
45 583
796 725
153 318
508 738
618 73
590 369
957 437
825 905
141 207
784 498
338 290
695 851
549 840
77 225
481 671
561 674
266 209
393 227
30 775
877 236
921 638
995 839
806 352
517 164
98 204
539 122
112 671
489 430
354 614
427 882
842 917
953 883
264 220
175 179
342 62
488 36
736 825
510 767
60 678
608 496
700 639
4 934
219 947
835 466
490 108
624 788
452 125
543 97
742 312
927 749
394 713
18 410
777 406
919 262
944 677
492 109
727 582
922 706
707 15
686 63
50 469
260 59
654 146
989 412
846 44
422 37
917 801
958 864
778 337
230 939
